Airline,Source,Source Name,Destination,Destination Name,Departure Date & Time,Arrival Date & Time,Duration (hrs),Stopovers,Aircraft Type,Class,Booking Source,Base Fare (BDT),Tax & Surcharge (BDT),Total Fare (BDT),Seasonality,Days Before Departure
Malaysian Airlines,SPD,Saidpur Airport,BZL,Barisal Airport,2025-03-29,2025-03-29,1.199004651,Direct,Airbus A320,Business,Travel Agency,6009.10585,200,6209.10585,Regular,21
Saudia,ZYL,"Osmani International Airport, Sylhet",DEL,"Indira Gandhi International Airport, Delhi",2025-05-25,2025-05-25,2.32884617,Direct,Boeing 787,Economy,Online Website,40558.05703,8083.708554,48641.76558,Regular,33
IndiGo,SPD,Saidpur Airport,JFK,"John F. Kennedy International Airport, New York",2026-01-08,2026-01-08,12.64952731,1 Stop,Airbus A350,Business,Online Website,54995.38227,14249.30734,69244.68961,Winter Holidays,48
FlyDubai,BZL,Barisal Airport,YYZ,Toronto Pearson International Airport,2026-01-07,2026-01-07,15.18161543,1 Stop,Airbus A350,Business,Direct Booking,126574.3949,24986.15924,151560.5542,Winter Holidays,30
Turkish Airlines,CGP,"Shah Amanat International Airport, Chittagong",DOH,"Hamad International Airport, Doha",2025-11-18,2025-11-18,4.317017455,1 Stop,Boeing 737,Business,Direct Booking,114543.1565,21181.47348,135724.63,Regular,12
Air India,CGP,"Shah Amanat International Airport, Chittagong",JFK,"John F. Kennedy International Airport, New York",2025-04-11,2025-04-12,12.86845704,2 Stops,Airbus A350,First Class,Travel Agency,111450.3687,22717.5553,134167.924,Regular,13
Air India,CXB,Cox's Bazar Airport,DEL,"Indira Gandhi International Airport, Delhi",2025-10-05,2025-10-05,2.708190286,1 Stop,Boeing 737,First Class,Online Website,167007.9732,27051.19598,194059.1692,Regular,16
IndiGo,CXB,Cox's Bazar Airport,YYZ,Toronto Pearson International Airport,2025-01-26,2025-01-26,15.41075359,1 Stop,Airbus A350,Economy,Online Website,62454.50342,15368.17551,77822.67893,Regular,12
SriLankan Airlines,RJH,"Shah Makhdum Airport, Rajshahi",JSR,Jessore Airport,2026-01-16,2026-01-16,0.500700455,Direct,Airbus A320,First Class,Travel Agency,11046.77535,200,11246.77535,Winter Holidays,37
British Airways,RJH,"Shah Makhdum Airport, Rajshahi",SPD,Saidpur Airport,2026-02-19,2026-02-19,0.503812561,Direct,Airbus A320,Economy,Online Website,5386.715517,200,5586.715517,Winter Holidays,56
IndiGo,DAC,"Hazrat Shahjalal International Airport, Dhaka",RJH,"Shah Makhdum Airport, Rajshahi",2025-12-07,2025-12-07,0.697597836,Direct,Airbus A320,First Class,Online Website,14955.43986,200,15155.43986,Winter Holidays,45
Biman Bangladesh Airlines,CXB,Cox's Bazar Airport,JFK,"John F. Kennedy International Airport, New York",2025-06-22,2025-06-23,14.62546728,2 Stops,Airbus A350,First Class,Direct Booking,83078.35419,18461.75313,101540.1073,Regular,11
SriLankan Airlines,JSR,Jessore Airport,KUL,Kuala Lumpur International Airport,2025-06-30,2025-06-30,3.106995397,1 Stop,Boeing 737,Business,Online Website,38050.01182,11707.50177,49757.51359,Regular,40
Turkish Airlines,CXB,Cox's Bazar Airport,RJH,"Shah Makhdum Airport, Rajshahi",2025-12-05,2025-12-06,1.434170139,Direct,Airbus A320,First Class,Direct Booking,13963.35449,200,14163.35449,Winter Holidays,85
FlyDubai,DAC,"Hazrat Shahjalal International Airport, Dhaka",RJH,"Shah Makhdum Airport, Rajshahi",2025-03-24,2025-03-24,0.610293082,Direct,Airbus A320,Business,Online Website,7370.776003,200,7570.776003,Regular,20
Air Arabia,JSR,Jessore Airport,IST,Istanbul Airport,2025-11-02,2025-11-02,5.969711219,1 Stop,Boeing 777,First Class,Direct Booking,22534.81695,7380.222543,29915.0395,Regular,60
Cathay Pacific,RJH,"Shah Makhdum Airport, Rajshahi",JSR,Jessore Airport,2026-01-01,2026-01-01,0.5,Direct,Airbus A320,Business,Direct Booking,7404.59115,200,7604.59115,Winter Holidays,54
Biman Bangladesh Airlines,CXB,Cox's Bazar Airport,DOH,"Hamad International Airport, Doha",2026-02-21,2026-02-21,4.689534393,1 Stop,Boeing 737,Business,Online Website,121968.5467,22295.282,144263.8287,Winter Holidays,75
Etihad Airways,CGP,"Shah Amanat International Airport, Chittagong",SPD,Saidpur Airport,2026-01-11,2026-01-11,1.731717576,Direct,Airbus A320,First Class,Online Website,17267.37352,200,17467.37352,Winter Holidays,11
Singapore Airlines,RJH,"Shah Makhdum Airport, Rajshahi",BZL,Barisal Airport,2025-09-24,2025-09-24,0.764273439,Direct,Airbus A320,Economy,Online Website,2207.323893,200,2407.323893,Regular,54
US-Bangla Airlines,SPD,Saidpur Airport,JFK,"John F. Kennedy International Airport, New York",2025-10-23,2025-10-24,15.08686463,2 Stops,Boeing 777,First Class,Online Website,76317.84989,17447.67748,93765.52738,Regular,73
Emirates,CGP,"Shah Amanat International Airport, Chittagong",DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-06-20,2025-06-20,0.732183163,Direct,Airbus A320,Economy,Travel Agency,2064.404883,200,2264.404883,Regular,12
Air India,JSR,Jessore Airport,BKK,"Suvarnabhumi Airport, Bangkok",2025-04-27,2025-04-27,2.472324931,Direct,Boeing 787,First Class,Travel Agency,185462.0966,33819.31449,219281.4111,Regular,84
Air Arabia,DAC,"Hazrat Shahjalal International Airport, Dhaka",DXB,Dubai International Airport,2025-01-27,2025-01-27,3.90987956,1 Stop,Boeing 737,Economy,Online Website,60521.9775,13078.29662,73600.27412,Regular,7
AirAsia,BZL,Barisal Airport,BKK,"Suvarnabhumi Airport, Bangkok",2025-07-10,2025-07-10,2.657644893,Direct,Boeing 737,First Class,Online Website,42145.70705,12321.85606,54467.56311,Regular,87
Air Astra,BZL,Barisal Airport,CXB,Cox's Bazar Airport,2025-07-21,2025-07-21,0.707975954,Direct,Airbus A320,First Class,Online Website,9633.014286,200,9833.014286,Regular,56
Gulf Air,DAC,"Hazrat Shahjalal International Airport, Dhaka",DOH,"Hamad International Airport, Doha",2025-03-14,2025-03-14,4.285056531,Direct,Boeing 787,Business,Travel Agency,121359.9919,22203.99878,143563.9907,Regular,7
Biman Bangladesh Airlines,BZL,Barisal Airport,DEL,"Indira Gandhi International Airport, Delhi",2025-10-19,2025-10-20,2.598448646,Direct,Boeing 737,First Class,Travel Agency,223648.2617,35547.23926,259195.501,Regular,68
AirAsia,RJH,"Shah Makhdum Airport, Rajshahi",DXB,Dubai International Airport,2025-05-23,2025-05-23,3.811320253,Direct,Boeing 737,First Class,Travel Agency,258390.3822,42758.55733,301148.9395,Regular,12
Gulf Air,SPD,Saidpur Airport,DXB,Dubai International Airport,2025-08-02,2025-08-03,4.073932056,1 Stop,Boeing 737,Economy,Online Website,42715.03831,10407.25575,53122.29405,Regular,11
Singapore Airlines,CGP,"Shah Amanat International Airport, Chittagong",LHR,London Heathrow Airport,2025-05-05,2025-05-06,9.226141754,1 Stop,Boeing 777,Business,Online Website,14032.34276,8104.851414,22137.19418,Regular,48
Air Arabia,CXB,Cox's Bazar Airport,SPD,Saidpur Airport,2025-05-30,2025-05-30,0.950638661,Direct,Airbus A320,First Class,Travel Agency,9282.315064,200,9482.315064,Regular,47
Qatar Airways,BZL,Barisal Airport,BKK,"Suvarnabhumi Airport, Bangkok",2026-03-21,2026-03-21,2.617747264,Direct,Boeing 787,Economy,Travel Agency,43684.90099,12552.73515,56237.63614,Regular,89
Malaysian Airlines,SPD,Saidpur Airport,SIN,Singapore Changi Airport,2026-01-09,2026-01-09,3.635524775,Direct,Boeing 787,Economy,Travel Agency,14246.03419,8136.905128,22382.93931,Winter Holidays,15
Etihad Airways,RJH,"Shah Makhdum Airport, Rajshahi",JSR,Jessore Airport,2026-01-28,2026-01-28,0.509502158,Direct,Airbus A320,Economy,Online Website,4202.452313,200,4402.452313,Winter Holidays,59
Singapore Airlines,BZL,Barisal Airport,JED,"King Abdulaziz International Airport, Jeddah",2025-10-05,2025-10-05,5.771138723,1 Stop,Boeing 777,First Class,Online Website,178889.1364,30833.37047,209722.5069,Regular,66
SriLankan Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",BZL,Barisal Airport,2025-10-02,2025-10-02,0.5,Direct,Airbus A320,Economy,Travel Agency,2450.304129,200,2650.304129,Regular,76
Air Arabia,RJH,"Shah Makhdum Airport, Rajshahi",IST,Istanbul Airport,2025-09-06,2025-09-07,6.282776516,1 Stop,Airbus A350,Economy,Online Website,20415.47193,7062.32079,27477.79273,Regular,22
US-Bangla Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",JED,"King Abdulaziz International Airport, Jeddah",2025-09-25,2025-09-25,5.634122694,2 Stops,Boeing 777,Economy,Travel Agency,38043.65147,9706.54772,47750.19919,Regular,8
Singapore Airlines,CGP,"Shah Amanat International Airport, Chittagong",DXB,Dubai International Airport,2025-03-14,2025-03-14,4.118706581,Direct,Boeing 787,First Class,Travel Agency,251513.0112,41726.95168,293239.9629,Regular,20
Air Astra,SPD,Saidpur Airport,RJH,"Shah Makhdum Airport, Rajshahi",2026-01-10,2026-01-10,0.539522726,Direct,Airbus A320,Economy,Online Website,2844.99162,200,3044.99162,Winter Holidays,72
NovoAir,CXB,Cox's Bazar Airport,SPD,Saidpur Airport,2025-08-21,2025-08-22,0.990091567,Direct,Airbus A320,First Class,Online Website,10415.67456,200,10615.67456,Regular,16
Cathay Pacific,RJH,"Shah Makhdum Airport, Rajshahi",IST,Istanbul Airport,2025-07-02,2025-07-02,6.085945836,1 Stop,Boeing 777,First Class,Online Website,180890.1603,31133.52404,212023.6843,Regular,71
Air Arabia,ZYL,"Osmani International Airport, Sylhet",CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-12-07,2025-12-07,1.383680252,Direct,Airbus A320,First Class,Direct Booking,195373.868,31306.0802,226679.9482,Winter Holidays,81
Kuwait Airways,BZL,Barisal Airport,CXB,Cox's Bazar Airport,2025-12-23,2025-12-23,0.794887817,Direct,Airbus A320,First Class,Online Website,15419.66521,200,15619.66521,Winter Holidays,53
Air India,SPD,Saidpur Airport,JSR,Jessore Airport,2025-03-15,2025-03-15,0.978318482,Direct,Airbus A320,Economy,Direct Booking,2429.669998,200,2629.669998,Regular,48
British Airways,RJH,"Shah Makhdum Airport, Rajshahi",JSR,Jessore Airport,2025-05-29,2025-05-29,0.52490547,Direct,Airbus A320,First Class,Online Website,10948.2986,200,11148.2986,Regular,83
Cathay Pacific,RJH,"Shah Makhdum Airport, Rajshahi",CXB,Cox's Bazar Airport,2025-12-01,2025-12-02,1.571730507,Direct,Airbus A320,First Class,Online Website,14608.94064,200,14808.94064,Winter Holidays,23
IndiGo,CXB,Cox's Bazar Airport,RJH,"Shah Makhdum Airport, Rajshahi",2025-12-06,2025-12-06,1.603263687,Direct,Airbus A320,First Class,Direct Booking,13247.94971,200,13447.94971,Winter Holidays,39
Vistara,ZYL,"Osmani International Airport, Sylhet",BZL,Barisal Airport,2026-01-10,2026-01-10,0.956678108,Direct,Airbus A320,Economy,Online Website,5101.88358,200,5301.88358,Winter Holidays,30
Vistara,DAC,"Hazrat Shahjalal International Airport, Dhaka",KUL,Kuala Lumpur International Airport,2025-07-13,2025-07-13,2.922831874,1 Stop,Boeing 737,Economy,Travel Agency,49994.25416,13499.13812,63493.39228,Regular,6
Kuwait Airways,SPD,Saidpur Airport,JFK,"John F. Kennedy International Airport, New York",2025-10-15,2025-10-15,15.03790837,2 Stops,Boeing 777,Business,Travel Agency,94788.71836,20218.30775,115007.0261,Regular,76
US-Bangla Airlines,SPD,Saidpur Airport,JED,"King Abdulaziz International Airport, Jeddah",2025-05-16,2025-05-16,5.899322146,2 Stops,Airbus A350,First Class,Online Website,169919.901,29487.98516,199407.8862,Regular,12
Biman Bangladesh Airlines,CXB,Cox's Bazar Airport,DXB,Dubai International Airport,2025-05-03,2025-05-03,3.823267572,Direct,Boeing 737,Economy,Online Website,25999.07284,7899.860926,33898.93377,Regular,58
IndiGo,DAC,"Hazrat Shahjalal International Airport, Dhaka",DEL,"Indira Gandhi International Airport, Delhi",2025-09-06,2025-09-07,2.553353324,1 Stop,Boeing 737,Business,Travel Agency,83629.43048,14544.41457,98173.84505,Regular,28
Air Arabia,BZL,Barisal Airport,JSR,Jessore Airport,2025-09-17,2025-09-18,0.5,Direct,Airbus A320,Business,Travel Agency,4518.717357,200,4718.717357,Regular,86
Saudia,CGP,"Shah Amanat International Airport, Chittagong",CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2026-02-19,2026-02-19,1.104556971,Direct,Airbus A320,Economy,Direct Booking,19250.85273,4887.62791,24138.48064,Winter Holidays,73
Biman Bangladesh Airlines,JSR,Jessore Airport,KUL,Kuala Lumpur International Airport,2025-09-17,2025-09-17,2.795639325,1 Stop,Boeing 737,Business,Direct Booking,74582.68957,17187.40344,91770.09301,Regular,60
Gulf Air,BZL,Barisal Airport,JSR,Jessore Airport,2025-03-19,2025-03-19,0.5,Direct,Airbus A320,Economy,Online Website,3238.177589,200,3438.177589,Regular,48
Biman Bangladesh Airlines,RJH,"Shah Makhdum Airport, Rajshahi",DOH,"Hamad International Airport, Doha",2025-09-27,2025-09-27,4.293249294,1 Stop,Boeing 787,First Class,Online Website,223298.6707,37494.8006,260793.4713,Regular,13
Air Astra,CGP,"Shah Amanat International Airport, Chittagong",BKK,"Suvarnabhumi Airport, Bangkok",2025-12-16,2025-12-16,2.272951939,Direct,Boeing 787,First Class,Online Website,242023.8955,42303.58433,284327.4798,Winter Holidays,65
Air Astra,DAC,"Hazrat Shahjalal International Airport, Dhaka",YYZ,Toronto Pearson International Airport,2025-04-04,2025-04-05,15.04515937,1 Stop,Boeing 777,Economy,Online Website,58530.79464,14779.6192,73310.41383,Regular,24
Malaysian Airlines,ZYL,"Osmani International Airport, Sylhet",BKK,"Suvarnabhumi Airport, Bangkok",2025-08-29,2025-08-29,2.644170382,Direct,Boeing 787,Business,Direct Booking,96721.96474,20508.29471,117230.2595,Regular,84
Air Arabia,CXB,Cox's Bazar Airport,DXB,Dubai International Airport,2025-02-07,2025-02-07,3.782738167,Direct,Boeing 787,First Class,Online Website,171833.992,29775.0988,201609.0908,Regular,25
Air Arabia,DAC,"Hazrat Shahjalal International Airport, Dhaka",DXB,Dubai International Airport,2025-04-08,2025-04-08,3.73395756,1 Stop,Boeing 787,First Class,Online Website,53400.94972,12010.14246,78493.31062,Regular,4
Singapore Airlines,RJH,"Shah Makhdum Airport, Rajshahi",DAC,"Hazrat Shahjalal International Airport, Dhaka",2026-03-04,2026-03-04,0.644666629,Direct,Airbus A320,Business,Online Website,4054.185119,200,4254.185119,Regular,89
IndiGo,DAC,"Hazrat Shahjalal International Airport, Dhaka",DXB,Dubai International Airport,2025-12-12,2025-12-12,3.739428967,Direct,Boeing 737,Economy,Online Website,45546.34359,10831.95154,56378.29513,Winter Holidays,76
Air Arabia,CXB,Cox's Bazar Airport,SIN,Singapore Changi Airport,2025-12-26,2025-12-26,2.602911855,Direct,Boeing 737,First Class,Travel Agency,171582.8652,31737.42978,203320.295,Winter Holidays,46
AirAsia,JSR,Jessore Airport,KUL,Kuala Lumpur International Airport,2026-01-16,2026-01-16,2.994103279,Direct,Boeing 787,First Class,Online Website,279533.097,47929.96454,327463.0615,Winter Holidays,56
Vistara,CGP,"Shah Amanat International Airport, Chittagong",BZL,Barisal Airport,2026-02-04,2026-02-04,0.54872179,Direct,Airbus A320,First Class,Online Website,10836.75198,200,11036.75198,Winter Holidays,51
NovoAir,SPD,Saidpur Airport,YYZ,Toronto Pearson International Airport,2025-11-09,2025-11-10,14.81317712,1 Stop,Airbus A350,Business,Online Website,60739.41981,15110.91297,91020.39934,Regular,4
AirAsia,DAC,"Hazrat Shahjalal International Airport, Dhaka",CGP,"Shah Amanat International Airport, Chittagong",2025-09-06,2025-09-06,0.726368122,Direct,Airbus A320,Business,Travel Agency,4169.786895,200,4369.786895,Regular,71
US-Bangla Airlines,CGP,"Shah Amanat International Airport, Chittagong",BKK,"Suvarnabhumi Airport, Bangkok",2025-05-04,2025-05-04,2.268939079,Direct,Boeing 737,Business,Online Website,107265.6145,22089.84217,129355.4566,Regular,72
Qatar Airways,JSR,Jessore Airport,DOH,"Hamad International Airport, Doha",2025-09-10,2025-09-10,4.146200853,Direct,Boeing 737,First Class,Travel Agency,236892.2118,39533.83178,276426.0436,Regular,23
NovoAir,CGP,"Shah Amanat International Airport, Chittagong",BKK,"Suvarnabhumi Airport, Bangkok",2026-01-06,2026-01-06,2.245280296,Direct,Boeing 737,First Class,Direct Booking,298677.319,50801.59785,349478.9168,Winter Holidays,13
NovoAir,ZYL,"Osmani International Airport, Sylhet",JSR,Jessore Airport,2025-10-24,2025-10-24,1.099320578,Direct,Airbus A320,Business,Online Website,5846.958418,200,6046.958418,Regular,14
British Airways,BZL,Barisal Airport,LHR,London Heathrow Airport,2026-02-01,2026-02-02,9.037952306,1 Stop,Boeing 777,Economy,Direct Booking,47290.31153,13093.54673,60383.85826,Winter Holidays,42
US-Bangla Airlines,CXB,Cox's Bazar Airport,YYZ,Toronto Pearson International Airport,2025-09-13,2025-09-14,14.52892495,1 Stop,Airbus A350,Economy,Online Website,5451.992532,6817.79888,12269.79141,Regular,9
Biman Bangladesh Airlines,CGP,"Shah Amanat International Airport, Chittagong",IST,Istanbul Airport,2025-06-02,2025-06-02,6.269532984,1 Stop,Boeing 777,Business,Direct Booking,75874.73967,15381.21095,91255.95063,Regular,35
SriLankan Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",JSR,Jessore Airport,2025-05-16,2025-05-16,0.5,Direct,Airbus A320,Business,Direct Booking,9388.643617,200,11506.37234,Regular,3
Cathay Pacific,JSR,Jessore Airport,CGP,"Shah Amanat International Airport, Chittagong",2025-11-17,2025-11-17,0.931251291,Direct,Airbus A320,First Class,Online Website,11944.78112,200,12144.78112,Regular,88
NovoAir,BZL,Barisal Airport,CXB,Cox's Bazar Airport,2025-07-06,2025-07-06,0.796213517,Direct,Airbus A320,Economy,Direct Booking,4070.068148,200,4270.068148,Regular,8
US-Bangla Airlines,RJH,"Shah Makhdum Airport, Rajshahi",DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-02-22,2025-02-22,0.629506312,Direct,Airbus A320,Business,Direct Booking,8337.258116,200,8537.258116,Regular,13
British Airways,CXB,Cox's Bazar Airport,DEL,"Indira Gandhi International Airport, Delhi",2025-02-23,2025-02-23,2.807500606,Direct,Boeing 737,First Class,Travel Agency,209240.7033,33386.10549,242626.8088,Regular,28
Saudia,SPD,Saidpur Airport,JSR,Jessore Airport,2025-08-10,2025-08-10,0.901650409,Direct,Airbus A320,Economy,Direct Booking,2564.749362,200,2764.749362,Regular,86
Malaysian Airlines,SPD,Saidpur Airport,BZL,Barisal Airport,2025-11-26,2025-11-26,1.075430559,Direct,Airbus A320,First Class,Online Website,11697.90119,200,11897.90119,Regular,40
IndiGo,SPD,Saidpur Airport,SIN,Singapore Changi Airport,2025-11-12,2025-11-12,3.473952084,1 Stop,Boeing 787,Economy,Travel Agency,33481.39211,11022.20882,44503.60093,Regular,23
IndiGo,BZL,Barisal Airport,CGP,"Shah Amanat International Airport, Chittagong",2025-04-14,2025-04-14,0.541650558,Direct,Airbus A320,Economy,Direct Booking,2867.163168,200,3067.163168,Regular,19
Kuwait Airways,DAC,"Hazrat Shahjalal International Airport, Dhaka",ZYL,"Osmani International Airport, Sylhet",2025-11-29,2025-11-30,0.648949291,Direct,Airbus A320,Business,Online Website,7944.433266,200,8144.433266,Regular,6
Air India,JSR,Jessore Airport,ZYL,"Osmani International Airport, Sylhet",2025-06-03,2025-06-03,1.202642835,Direct,Airbus A320,Economy,Direct Booking,3520.806679,200,3720.806679,Hajj,12
Kuwait Airways,JSR,Jessore Airport,IST,Istanbul Airport,2026-02-26,2026-02-26,6.968595853,1 Stop,Boeing 777,Business,Direct Booking,132042.6654,23806.39981,155849.0652,Winter Holidays,63
Biman Bangladesh Airlines,BZL,Barisal Airport,DEL,"Indira Gandhi International Airport, Delhi",2025-03-15,2025-03-15,2.523879625,Direct,Boeing 787,Business,Online Website,128350.683,21252.60246,149603.2855,Regular,58
